datetime,season,acd
3/4/09,2009.0,34152.756760973
3/5/09,2009.0,37651.846963125005
3/6/09,2009.0,34718.40052815549
3/7/09,2009.0,34106.048937370004
3/8/09,2009.0,35686.1284337045
3/9/09,2009.0,36450.28451172167
3/10/09,2009.0,35977.36662763358
3/11/09,2009.0,36119.152327218326
3/12/09,2009.0,38096.174515590006
3/13/09,2009.0,36023.848766681505
3/14/09,2009.0,37875.752132231675
3/15/09,2009.0,36906.40675583378
3/16/09,2009.0,38708.83523175301
3/17/09,2009.0,37815.84782896813
3/18/09,2009.0,38265.97158196288
3/19/09,2009.0,38680.98974614834
3/20/09,2009.0,38599.93559683802
3/21/09,2009.0,37900.29170350022
3/22/09,2009.0,39837.67706355307
3/23/09,2009.0,39888.3415493295
3/24/09,2009.0,39720.83161711001
3/25/09,2009.0,39928.40628397391
3/26/09,2009.0,40779.19748571334
3/27/09,2009.0,40713.97871628981
3/28/09,2009.0,39930.54384308333
3/29/09,2009.0,40633.80430225184
3/30/09,2009.0,42726.49045031701
3/31/09,2009.0,41101.64210930961
4/1/09,2009.0,42399.38501462518
4/2/09,2009.0,39903.69671529334
4/3/09,2009.0,43815.04995337551
4/4/09,2009.0,40961.58422003044
4/5/09,2009.0,43186.60608621119
4/7/09,2009.0,43935.05904126071
4/8/09,2009.0,43875.56321306254
4/9/09,2009.0,43465.15030423667
4/10/09,2009.0,44066.59227400754
4/11/09,2009.0,44627.82044869594
4/12/09,2009.0,45523.57551118359
4/13/09,2009.0,45336.16911201138
4/14/09,2009.0,44923.35203020001
4/15/09,2009.0,45573.65796740783
4/18/09,2009.0,45842.188864209995
4/19/09,2009.0,47223.753907427505
4/20/09,2009.0,46146.30119932999
4/21/09,2009.0,45928.07161240001
4/22/09,2009.0,47395.65128356334
4/23/09,2009.0,46895.10000506
4/24/09,2009.0,46772.452415408334
4/25/09,2009.0,48661.3634886425
4/26/09,2009.0,45950.011712045
4/27/09,2009.0,48437.50274725502
4/28/09,2009.0,49318.84767514875
4/29/09,2009.0,49564.5829453225
4/30/09,2009.0,50219.685476729996
5/1/09,2009.0,47977.889396350016
5/2/09,2009.0,46041.226468555
5/3/09,2009.0,48885.823650490005
5/4/09,2009.0,52335.030389194995
5/5/09,2009.0,45052.428918790014
5/6/09,2009.0,52335.030389194995
5/7/09,2009.0,40915.70034025002
5/8/09,2009.0,53580.197105695
5/9/09,2009.0,45660.62522539002
5/10/09,2009.0,53580.197105695
5/11/09,2009.0,45660.62522539002
5/12/09,2009.0,54825.363822195
5/13/09,2009.0,50514.059736530005
5/14/09,2009.0,56070.530538695006
5/17/09,2009.0,57315.697255195
5/19/09,2009.0,53539.11738753001
5/20/09,2009.0,50823.20660155002
5/21/09,2009.0,53539.11738753001
5/22/09,2009.0,50823.20660155002
5/23/09,2009.0,54371.00938023001
5/24/09,2009.0,51716.597325650015
5/25/09,2009.0,54371.00938023001
5/26/09,2009.0,51716.597325650015
5/27/09,2009.0,55202.90137293001
5/28/09,2009.0,52609.98804975001
5/29/09,2009.0,56034.793365630016
5/30/09,2009.0,53503.37877385001
6/4/09,2009.0,61201.238884599996
6/7/09,2009.0,61201.238884599996
6/9/09,2009.0,63403.9932086
6/11/09,2009.0,63403.9932086
6/14/09,2009.0,63403.9932086
10/27/09,2010.0,318.7219212625
10/28/09,2010.0,728.6120726374999
10/29/09,2010.0,596.0591329
10/30/09,2010.0,1264.3965651076921
10/31/09,2010.0,1852.1478852478572
11/1/09,2010.0,2067.7769343357145
11/2/09,2010.0,2484.6813936900003
11/3/09,2010.0,2375.0496917166665
11/4/09,2010.0,3119.6428873004998
11/5/09,2010.0,3003.923169875
11/6/09,2010.0,3292.5198554107697
11/7/09,2010.0,3654.5845790650005
11/8/09,2010.0,3922.2804150208326
11/9/09,2010.0,4280.968050525999
11/10/09,2010.0,4719.7283431675
11/11/09,2010.0,4665.065530719232
11/12/09,2010.0,4956.188241875
11/13/09,2010.0,5430.270836477776
11/14/09,2010.0,5256.2275738605
11/15/09,2010.0,6112.335856275
11/16/09,2010.0,5624.1252843933335
11/17/09,2010.0,6255.1753490950005
11/18/09,2010.0,6294.651522679585
11/19/09,2010.0,7428.6009234
11/20/09,2010.0,6881.5230373015
11/21/09,2010.0,7564.917929780557
11/22/09,2010.0,7557.376621176918
11/23/09,2010.0,7691.70215762125
11/24/09,2010.0,7965.7228435769175
11/25/09,2010.0,8435.696805853877
11/26/09,2010.0,9278.848040925
11/27/09,2010.0,8847.291617503042
11/28/09,2010.0,8502.901599847999
11/29/09,2010.0,9955.39717124565
11/30/09,2010.0,9015.81337727125
12/1/09,2010.0,10520.173242308583
12/2/09,2010.0,10649.28815131415
12/3/09,2010.0,10815.734262479999
12/4/09,2010.0,10552.826841495149
12/5/09,2010.0,11540.013332134997
12/6/09,2010.0,10613.2638075346
12/7/09,2010.0,11806.430488585376
12/8/09,2010.0,12207.182702134562
12/9/09,2010.0,12155.524654794059
12/10/09,2010.0,12713.01441921
12/11/09,2010.0,13288.704553998454
12/12/09,2010.0,13152.437608856875
12/13/09,2010.0,13330.578591247298
12/14/09,2010.0,13942.857535691426
12/15/09,2010.0,14227.817728467573
12/16/09,2010.0,13989.909182873454
12/17/09,2010.0,16587.3522910805
12/18/09,2010.0,14909.374461119818
12/19/09,2010.0,14510.44821305072
12/20/09,2010.0,15442.728453132355
12/21/09,2010.0,14775.482880746
12/22/09,2010.0,15731.970573952389
12/23/09,2010.0,17544.40079174365
12/25/09,2010.0,16778.840410811303
12/26/09,2010.0,16820.168954826655
12/27/09,2010.0,17007.22338715525
12/28/09,2010.0,17497.435816901645
12/29/09,2010.0,18368.307743641642
12/30/09,2010.0,18137.5018703488
12/31/09,2010.0,17373.787440171
1/1/10,2010.0,18625.8622529905
1/2/10,2010.0,19677.395177106377
1/3/10,2010.0,17302.605763713298
1/4/10,2010.0,19568.30624896125
1/5/10,2010.0,19172.6702719385
1/6/10,2010.0,20665.29059395465
1/7/10,2010.0,18123.242229611504
1/8/10,2010.0,20525.702042250126
1/9/10,2010.0,20670.081413983935
1/10/10,2010.0,20096.920025780255
1/11/10,2010.0,21704.27580003517
1/12/10,2010.0,20482.512894233
1/13/10,2010.0,22258.956023500727
1/14/10,2010.0,21586.455569955004
1/15/10,2010.0,22227.453741389847
1/16/10,2010.0,22045.415967262066
1/17/10,2010.0,22668.494530615004
1/18/10,2010.0,22926.17445039275
1/19/10,2010.0,24569.827978702502
1/20/10,2010.0,23687.302023978576
1/21/10,2010.0,22000.2076119975
1/22/10,2010.0,24008.702927487153
1/23/10,2010.0,25345.690278392653
1/24/10,2010.0,22090.23094681717
1/25/10,2010.0,25263.787620130555
1/26/10,2010.0,24736.656457849298
1/27/10,2010.0,25430.82758798741
1/28/10,2010.0,26187.057042860502
1/29/10,2010.0,25876.620644802213
1/30/10,2010.0,26289.312989544418
1/31/10,2010.0,26273.876118060885
2/1/10,2010.0,27192.341079075715
2/2/10,2010.0,26338.665389494498
2/3/10,2010.0,27000.885929561184
2/4/10,2010.0,29981.690608975005
2/5/10,2010.0,27234.5277044478
2/6/10,2010.0,28041.040589862096
2/7/10,2010.0,29749.876749719995
2/8/10,2010.0,30047.741494443337
2/9/10,2010.0,28118.526729933455
2/10/10,2010.0,29813.150749590648
2/11/10,2010.0,29179.881862764996
2/16/10,2010.0,30263.291661494306
2/17/10,2010.0,30298.42145790891
2/18/10,2010.0,28684.243064655002
2/19/10,2010.0,30544.67863455554
2/20/10,2010.0,29463.285360655933
2/21/10,2010.0,32576.274849572943
2/22/10,2010.0,29006.42455306431
2/23/10,2010.0,32974.015731706015
2/24/10,2010.0,31783.07671031818
2/25/10,2010.0,31678.56694894334
2/26/10,2010.0,32324.839399832203
2/27/10,2010.0,33764.83899258258
2/28/10,2010.0,32638.75471029456
3/1/10,2010.0,33549.08820716406
3/2/10,2010.0,34194.985419690005
3/3/10,2010.0,34539.588201889834
3/4/10,2010.0,35276.46759461001
3/5/10,2010.0,33109.34332970027
3/6/10,2010.0,34572.79840530161
3/7/10,2010.0,35467.37796476667
3/8/10,2010.0,35097.2231272989
3/9/10,2010.0,35791.14016167625
3/10/10,2010.0,35876.94766330217
3/11/10,2010.0,36847.00111772667
3/12/10,2010.0,35970.06902819745
3/13/10,2010.0,35641.00613155993
3/14/10,2010.0,38421.91863559625
3/15/10,2010.0,37012.662372203595
3/16/10,2010.0,36631.02010765225
3/17/10,2010.0,37413.644204369055
3/18/10,2010.0,41456.7374507325
3/19/10,2010.0,37671.723018966506
3/20/10,2010.0,38080.19805785901
3/21/10,2010.0,37603.58716938664
3/22/10,2010.0,40015.707652795296
3/23/10,2010.0,36837.11748311538
3/24/10,2010.0,40066.38603256436
3/25/10,2010.0,41189.30030147333
3/26/10,2010.0,39369.129301613146
3/27/10,2010.0,40987.4392725336
3/28/10,2010.0,41570.617180913505
3/29/10,2010.0,40131.14837014391
3/30/10,2010.0,39528.136001088
3/31/10,2010.0,41624.763370200744
4/1/10,2010.0,46800.365634285
4/2/10,2010.0,41350.63878317266
4/3/10,2010.0,42214.35491250423
4/4/10,2010.0,42734.878791706185
4/6/10,2010.0,41523.18811612905
4/7/10,2010.0,43895.86415555958
4/8/10,2010.0,41550.371777634995
4/9/10,2010.0,43572.249789733825
4/10/10,2010.0,43131.75021711476
4/11/10,2010.0,46527.025963037355
4/12/10,2010.0,44905.22495627178
4/13/10,2010.0,45950.04201572876
4/14/10,2010.0,45574.38238475033
4/17/10,2010.0,44357.984766552516
4/18/10,2010.0,48318.82693622751
4/19/10,2010.0,43081.00058889501
4/20/10,2010.0,47805.60769903503
4/21/10,2010.0,46661.407418595
4/22/10,2010.0,46903.33047482668
4/23/10,2010.0,48609.88284169835
4/24/10,2010.0,47953.81646436627
4/25/10,2010.0,46099.66064096375
4/26/10,2010.0,48462.92801361668
4/27/10,2010.0,46638.99255213501
4/28/10,2010.0,46029.98823586001
4/29/10,2010.0,52164.84479117003
4/30/10,2010.0,47632.25953287834
5/1/10,2010.0,44971.88846878
5/2/10,2010.0,47598.494095337504
5/3/10,2010.0,47898.46388324001
5/4/10,2010.0,49586.3424750425
5/5/10,2010.0,50825.03929770002
5/6/10,2010.0,48726.375185599994
5/7/10,2010.0,48599.13975164001
5/8/10,2010.0,50077.397910492495
5/9/10,2010.0,48599.13975164001
5/10/10,2010.0,50077.397910492495
5/11/10,2010.0,46072.95084758
5/13/10,2010.0,46623.48203698
5/16/10,2010.0,52833.13370538
5/17/10,2010.0,52405.52341728502
5/18/10,2010.0,52833.13370538
5/19/10,2010.0,52405.52341728502
5/22/10,2010.0,53948.133306380005
5/23/10,2010.0,52764.56802388502
5/24/10,2010.0,53948.133306380005
5/25/10,2010.0,52764.56802388502
5/26/10,2010.0,55063.13290738001
5/27/10,2010.0,53123.61263048502
5/28/10,2010.0,56178.13250838001
5/29/10,2010.0,53482.65723708502
6/3/10,2010.0,55629.85838686502
6/6/10,2010.0,55629.85838686502
6/8/10,2010.0,58227.71617286501
6/10/10,2010.0,58227.71617286501
6/13/10,2010.0,58227.71617286501
6/15/10,2010.0,60825.573958865
6/17/10,2010.0,60825.573958865
10/26/10,2011.0,823.2780515
10/27/10,2011.0,771.788129123077
10/28/10,2011.0,646.656281475
10/29/10,2011.0,1216.6866819541667
10/30/10,2011.0,1710.3420844888885
10/31/10,2011.0,1689.1839672250003
11/1/10,2011.0,2584.0613287666665
11/2/10,2011.0,2326.3062085799997
11/3/10,2011.0,2438.481583470834
11/4/10,2011.0,3313.52251969
11/5/10,2011.0,2713.2893953625
11/6/10,2011.0,3324.4274152200005
11/7/10,2011.0,4009.710622935833
11/8/10,2011.0,4452.5644348
11/9/10,2011.0,4086.134093954286
11/10/10,2011.0,4450.5440342885
11/11/10,2011.0,5028.0106531833335
11/12/10,2011.0,5192.145440229443
11/13/10,2011.0,5028.392520182778
11/14/10,2011.0,5778.15314171
11/15/10,2011.0,6013.591082262144
11/16/10,2011.0,5880.4453719164285
11/17/10,2011.0,6669.224936553999
11/18/10,2011.0,6919.921602526668
11/19/10,2011.0,6787.132767842728
11/20/10,2011.0,7429.2649237372225
11/21/10,2011.0,7368.83867165875
11/22/10,2011.0,8312.61548276625
11/23/10,2011.0,7067.758555565833
11/24/10,2011.0,8724.565358225
11/25/10,2011.0,7310.421248425
11/26/10,2011.0,8856.017184266668
11/27/10,2011.0,8741.661602871249
11/28/10,2011.0,10455.776142896875
11/29/10,2011.0,9858.300369524999
11/30/10,2011.0,10294.365786583785
12/1/10,2011.0,10516.675752448164
12/2/10,2011.0,10975.480995965001
12/3/10,2011.0,11056.725858951388
12/4/10,2011.0,10484.180749397501
12/5/10,2011.0,12330.375912132875
12/6/10,2011.0,12028.805811065002
12/7/10,2011.0,12090.003172899
12/8/10,2011.0,12621.507343326364
12/9/10,2011.0,12420.596119719332
12/10/10,2011.0,13761.836261068638
12/11/10,2011.0,12746.123230207497
12/12/10,2011.0,13842.284969593833
12/13/10,2011.0,14358.12524893
12/14/10,2011.0,14002.702764244712
12/15/10,2011.0,14257.67604026636
12/16/10,2011.0,13931.238287302665
12/17/10,2011.0,14971.968230272092
12/18/10,2011.0,15709.378539238749
12/19/10,2011.0,15202.453321652167
12/20/10,2011.0,16374.496318783886
12/21/10,2011.0,15163.883242624666
12/22/10,2011.0,15877.212100886445
12/23/10,2011.0,16927.560648818337
12/25/10,2011.0,18154.867228413004
12/26/10,2011.0,16359.02625750857
12/27/10,2011.0,17292.7737107578
12/28/10,2011.0,17194.020281615
12/29/10,2011.0,18043.039454887996
12/30/10,2011.0,18565.30865367333
12/31/10,2011.0,17863.587312970383
1/1/11,2011.0,18735.522910145377
1/2/11,2011.0,18338.41837556786
1/3/11,2011.0,20368.747450393337
1/4/11,2011.0,19814.109684634288
1/5/11,2011.0,19625.015794293908
1/6/11,2011.0,17702.881779425
1/7/11,2011.0,20951.135622975275
1/8/11,2011.0,19703.665959377253
1/9/11,2011.0,22274.148640766427
1/10/11,2011.0,20457.564812465
1/11/11,2011.0,21280.119917587504
1/12/11,2011.0,21584.327628051087
1/13/11,2011.0,24104.771014935002
1/14/11,2011.0,21436.94008126164
1/15/11,2011.0,22952.112876297004
1/16/11,2011.0,21464.005494375
1/17/11,2011.0,22794.620889029076
1/18/11,2011.0,24119.980676695006
1/19/11,2011.0,23669.191854984085
1/20/11,2011.0,21494.799175035
1/21/11,2011.0,24005.9829884528
1/22/11,2011.0,24291.145681329464
1/23/11,2011.0,21568.277154649993
1/24/11,2011.0,25521.782141846303
1/25/11,2011.0,22519.052831011002
1/26/11,2011.0,25981.400985543303
1/27/11,2011.0,29207.89993782667
1/28/11,2011.0,25623.83817238025
1/29/11,2011.0,25805.424760407874
1/30/11,2011.0,27269.351485859283
1/31/11,2011.0,26082.794743743285
2/1/11,2011.0,28199.181698382505
2/2/11,2011.0,27238.239107177997
2/3/11,2011.0,30115.64588777167
2/4/11,2011.0,27826.500552185247
2/5/11,2011.0,28658.74002727722
2/6/11,2011.0,28796.034860199507
2/7/11,2011.0,28699.42284824062
2/8/11,2011.0,30674.842565554285
2/9/11,2011.0,27812.0350435488
2/10/11,2011.0,27989.258821025
2/11/11,2011.0,30764.328975347802
2/12/11,2011.0,29917.81237104681
2/13/11,2011.0,29851.89392758688
2/14/11,2011.0,32268.385083373
2/15/11,2011.0,29917.663532048336
2/16/11,2011.0,31263.650142554252
2/17/11,2011.0,29197.0618691425
2/22/11,2011.0,31657.97512970055
2/23/11,2011.0,31717.659232928167
2/24/11,2011.0,33762.3730699125
2/25/11,2011.0,32560.518388277585
2/26/11,2011.0,31714.592699782163
2/27/11,2011.0,34080.8221639018
2/28/11,2011.0,31792.1548289126
3/1/11,2011.0,34286.08091821663
3/2/11,2011.0,33790.43754418781
3/3/11,2011.0,37624.560572745
3/4/11,2011.0,34227.10830060374
3/5/11,2011.0,34020.58709293633
3/6/11,2011.0,34842.98365575422
3/7/11,2011.0,36732.82154174757
3/8/11,2011.0,36439.405642690836
3/9/11,2011.0,34368.64256082237
3/10/11,2011.0,38682.576494012676
3/11/11,2011.0,35014.207274462
3/12/11,2011.0,37673.284288095
3/13/11,2011.0,35173.72518601134
3/14/11,2011.0,38398.192887790334
3/15/11,2011.0,36198.65950417451
3/16/11,2011.0,37883.39047246819
3/17/11,2011.0,36316.334993007
3/18/11,2011.0,37833.92866789716
3/19/11,2011.0,39521.16646713417
3/20/11,2011.0,38924.659231912345
3/21/11,2011.0,37095.861638128714
3/22/11,2011.0,38552.92526492668
3/23/11,2011.0,38817.88719963052
3/24/11,2011.0,44205.4248600025
3/25/11,2011.0,39661.2059014497
3/26/11,2011.0,37538.97346377933
3/27/11,2011.0,42511.04549394056
3/28/11,2011.0,40566.636391920496
3/29/11,2011.0,42366.13176363951
3/30/11,2011.0,41138.251495515964
3/31/11,2011.0,43402.236636175
4/1/11,2011.0,42287.86935800344
4/2/11,2011.0,40349.607569579
4/3/11,2011.0,42876.025083907516
4/5/11,2011.0,42243.72059005135
4/6/11,2011.0,43317.118590111466
4/7/11,2011.0,44295.670834145
4/8/11,2011.0,42651.67597906271
4/9/11,2011.0,44417.499670198995
4/10/11,2011.0,43554.07163176972
4/11/11,2011.0,44930.66259049632
4/12/11,2011.0,44844.20946889767
4/13/11,2011.0,45130.36735860684
4/16/11,2011.0,46445.955538877504
4/17/11,2011.0,47583.582873137006
4/18/11,2011.0,44367.847675770005
4/19/11,2011.0,47811.149838246005
4/20/11,2011.0,47983.00292726001
4/21/11,2011.0,47354.378067435006
4/22/11,2011.0,48281.34208434267
4/23/11,2011.0,46389.79460521625
4/24/11,2011.0,49192.66354369826
4/25/11,2011.0,49733.505937329996
4/26/11,2011.0,46167.347216011665
4/27/11,2011.0,49833.130953330015
4/28/11,2011.0,52609.865398975
4/29/11,2011.0,49240.341533335
5/1/11,2011.0,53006.08429669752
5/2/11,2011.0,46391.55439846251
5/3/11,2011.0,53006.08429669752
5/4/11,2011.0,46391.55439846251
5/6/11,2011.0,47306.027256412504
5/7/11,2011.0,53844.95211539752
5/8/11,2011.0,47306.027256412504
5/9/11,2011.0,53844.95211539752
5/10/11,2011.0,42151.31933772501
5/11/11,2011.0,54683.81993409752
5/12/11,2011.0,42739.439896625016
5/13/11,2011.0,50268.264710440024
5/15/11,2011.0,51548.64442731002
5/17/11,2011.0,52074.282482005015
5/18/11,2011.0,52406.674165780016
5/19/11,2011.0,52074.282482005015
5/21/11,2011.0,52262.87961230501
5/22/11,2011.0,53595.66402778002
5/23/11,2011.0,52262.87961230501
5/24/11,2011.0,53595.66402778002
5/25/11,2011.0,52451.47674260501
5/26/11,2011.0,54784.65388978002
5/31/11,2011.0,61582.31612285502
6/2/11,2011.0,61582.31612285502
6/5/11,2011.0,62694.140813855025
6/7/11,2011.0,62694.140813855025
6/9/11,2011.0,62694.140813855025
6/12/11,2011.0,63805.96550485503
12/25/11,2012.0,989.32291984
12/26/11,2012.0,1045.8156265875002
12/27/11,2012.0,1211.546215
12/28/11,2012.0,1616.1244839300002
12/29/11,2012.0,1697.1756066091666
12/30/11,2012.0,2141.921912014091
12/31/11,2012.0,2635.3437467357144
1/1/12,2012.0,2724.171767861667
1/2/12,2012.0,3304.699924395
1/3/12,2012.0,3277.5298698174997
1/4/12,2012.0,3892.9090596629176
1/5/12,2012.0,4134.5857589874995
1/6/12,2012.0,4628.3220381795845
1/7/12,2012.0,4803.5877256155
1/8/12,2012.0,4701.776419316667
1/9/12,2012.0,5474.696792725833
1/10/12,2012.0,5512.788330391364
1/11/12,2012.0,6314.789867667274
1/12/12,2012.0,6267.53502514
1/13/12,2012.0,6615.346014397725
1/14/12,2012.0,6799.660181506819
1/15/12,2012.0,6425.380547233333
1/16/12,2012.0,7543.123339270456
1/17/12,2012.0,8305.673421315
1/18/12,2012.0,7969.403744497273
1/19/12,2012.0,9523.256450766667
1/20/12,2012.0,8678.826173539092
1/21/12,2012.0,9016.794115267501
1/22/12,2012.0,8856.855952930999
1/23/12,2012.0,10109.024063302499
1/24/12,2012.0,10866.471734671
1/25/12,2012.0,10312.576501671538
1/26/12,2012.0,9993.238822975
1/27/12,2012.0,10964.675889067692
1/28/12,2012.0,11820.772479
1/29/12,2012.0,11650.852765945001
1/30/12,2012.0,11705.014323033889
1/31/12,2012.0,12884.38474093643
2/1/12,2012.0,12304.844971124681
2/2/12,2012.0,12765.037446699165
2/3/12,2012.0,13543.563245781648
2/4/12,2012.0,13691.579533413691
2/5/12,2012.0,14537.6808021
2/6/12,2012.0,14872.002259213801
2/7/12,2012.0,14809.979785558333
2/8/12,2012.0,14838.290292198131
2/9/12,2012.0,16591.263189167497
2/10/12,2012.0,15013.99418489454
2/11/12,2012.0,16261.997996896001
2/12/12,2012.0,15497.471643043582
2/13/12,2012.0,16346.447191794165
2/14/12,2012.0,17638.79235913405
2/15/12,2012.0,16700.103554107653
2/16/12,2012.0,16260.635869622667
2/17/12,2012.0,17978.34459924877
2/18/12,2012.0,17254.878570927
2/19/12,2012.0,18300.20446243395
2/20/12,2012.0,18654.341052426775
2/21/12,2012.0,18600.4317111353
2/22/12,2012.0,18789.018969122502
2/23/12,2012.0,20781.916975610002
2/28/12,2012.0,18669.54203148472
2/29/12,2012.0,19680.30074119138
3/1/12,2012.0,23286.49106976625
3/2/12,2012.0,20720.898555680546
3/3/12,2012.0,20505.27408680664
3/4/12,2012.0,21328.625169351377
3/5/12,2012.0,21766.858485812227
3/6/12,2012.0,21778.772569407916
3/7/12,2012.0,22432.379043079698
3/8/12,2012.0,23678.255776945003
3/9/12,2012.0,22306.54628033475
3/10/12,2012.0,22718.802947913613
3/11/12,2012.0,23842.304513345625
3/12/12,2012.0,22514.953809069644
3/13/12,2012.0,24847.88701701437
3/14/12,2012.0,24205.787688101453
3/15/12,2012.0,24297.348641170003
3/16/12,2012.0,24627.06433237523
3/17/12,2012.0,23609.455195537623
3/18/12,2012.0,26858.171807209565
3/19/12,2012.0,24764.68582485266
3/20/12,2012.0,27497.289469987147
3/21/12,2012.0,25513.616151470247
3/22/12,2012.0,27108.542025203336
3/23/12,2012.0,26250.864957648857
3/24/12,2012.0,26229.341639970837
3/25/12,2012.0,27719.64210165313
3/26/12,2012.0,27236.500974411392
3/27/12,2012.0,28812.355493657145
3/28/12,2012.0,27769.346038887255
3/29/12,2012.0,29212.87719310001
3/30/12,2012.0,28740.81934208854
3/31/12,2012.0,29255.946023905315
4/1/12,2012.0,30033.996549905005
4/2/12,2012.0,30775.436259608337
4/3/12,2012.0,29619.679248390315
4/4/12,2012.0,30412.77241206759
4/5/12,2012.0,29143.830478377873
4/6/12,2012.0,30802.114276064323
4/7/12,2012.0,32810.50437637
4/8/12,2012.0,29760.439427308218
4/9/12,2012.0,32727.03252073215
4/10/12,2012.0,30546.264813716
4/11/12,2012.0,33455.726150345
4/12/12,2012.0,32781.226872961306
4/13/12,2012.0,32778.57382548147
4/14/12,2012.0,33329.50573814086
4/15/12,2012.0,33722.51581228684
4/16/12,2012.0,34483.93509149522
4/17/12,2012.0,32811.780603836305
4/18/12,2012.0,34541.53955395932
4/19/12,2012.0,35467.4028892356
4/20/12,2012.0,35017.89150263942
4/21/12,2012.0,36254.10779711157
4/22/12,2012.0,36693.658324435506
